ingredient_a,ingredient_b,reason,notice_no,product_rows
ranolazine,voriconazole,Ranolazine의 혈장 농도 증가,20250086,6
dronedarone,vardenafil,QT 간격 연장,20130279,4
brompheniramine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,4
isoniazid,midostaurin,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,2
l-lysine,selegiline,MAO 저해제의 효과를 증가시킬 수 있음,20240030,4
d-penicillamine,zinc histidine,아연 흡수를 저해하거나 배출을 증가시킴. 병용 시 최소 한 시간 이상 간격을 두고 투여함.,20220049,2
omega-3-acid ethyl ester 90,posaconazole,"근육병증, 횡문근융해 위험 증가 가능",20230083,2
ammonium,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,5
cobicistat,vardenafil,vardenafil 혈중농도 증가,20130279,2
diluted nitroglycerin solution,mirodenafil,혈압강하작용 증강,20130279,3
sodium nitroprusside,vardenafil,혈압강하작용 증강,20080056,2
mirodenafil,molsidomin,혈압강하작용 증강,20130279,6
cinnamon bark powder,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
isavuconazonium,isoniazid,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,4
tenofovir alafenamide,vardenafil,vardenafil 혈중농도 증가,20130279,2
isoniazid,neratinib,강력한 CYP3A4 유도제와의 병용으로 Neratinib의 혈중 농도 감소,20250086,2
ranolazine,st john's wort 80% methanol ext,Ranolazine의 효과부족이 발생될 것으로 예상됨,20250086,6
powdered cinnamon bark,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,2
glycyrrhiza ext powder,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,2
foscarnet trisodium hexahydrate,pentamidine isethionate,"신장 손상 악화, 저칼슘혈증이 일어날 수 있음",20220049,1
neratinib,pyrazinamide,강력한 CYP3A4 유도제와의 병용으로 Neratinib의 혈중 농도 감소,20250086,1
galgeun-tang ext,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
glycyrrhiza powder,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
emtricitabine,vardenafil,vardenafil 혈중농도 증가,20130279,2
elvitegravir,vardenafil,vardenafil 혈중농도 증가,20130279,2
fursultiamine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
sotalol,vardenafil,QT 간격 연장,20130279,2
platycodon root fluid extract,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
glecaprevir,omega-3-acid ethyl esters 90,횡문근융해증을 포함한 근육병증 위험 가능,20230083,1
ascorbic acid granules 97%,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
ledipasvir,omega-3-acid ethyl esters 90,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,1
diethylpropion,selegiline,고혈압위기 유발,20100125,9
midostaurin,pyrazinamide,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,1
ethambutol,isavuconazonium,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,2
midostaurin,phenytoin,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,2
glycine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,2
isavuconazonium,rifabutin,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,2
d-chlorpheniramine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,2
ranolazine,sotalol,QT 간격 연장,20250086,3
phentermine hcl,selegiline,혈압상승 위험,20100125,1
cyproheptadine orotate,selegiline,MAO 저해제의 효과를 증가시킬 수 있음,20240030,4
platycodon root ext powder,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
dried ginseng ext,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
omega-3-acid ethyl esters 90,pibrentasvir,횡문근융해증을 포함한 근육병증 위험 가능,20230083,1
plantago herb fluid extract,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
edetate,zinc histidine,아연 흡수를 저해하거나 배출을 증가시킴,20250086,3
isavuconazonium,pyrazinamide,Isavuconazonium의 혈장농도를 유의미하게 감소시킬 수 있음,20250086,2
glycyrrhiza dried extract,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
omega-3-acid ethyl ester 90,pibrentasvir,횡문근융해증을 포함한 근육병증 위험 가능,20230083,1
benfotiamine,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
selegiline,valbenazine,모노아민 신경전달 물질의 증가로 인한 세로토닌 증후군 위험 증가,20250086,1
omega-3-acid ethyl esters 90,sofosbuvir,횡문근융해증을 포함한 근육병증 위험 증가 가능,20230083,1
ascorbic acid coated,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
glecaprevir,omega-3-acid ethyl ester 90,횡문근융해증을 포함한 근육병증 위험 가능,20230083,1
powdered platycodon root,selegiline,"경련, 반사항진, 이상고열, 혼수 등",20250046,1
ethambutol,midostaurin,Midostaurin과 활성 대사체의 혈중 농도 감소,20250086,1
dapoxetine,itraconazole,"기립성 저혈압, 눈에 대한 영향 같은 약물이상반응 발생 위험 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",20190131,444
chlorpheniramine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,123
dextromethorphan,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,216
safinamide,triprolidine,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,29
pseudoephedrine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,96
guaifenesin,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,155
ethinyl estradiol,glecaprevir,ALT 상승 위험 증가,20250086,26
cobicistat,tadalafil,"Tadalafil 혈중농도 증가, 병용투여 할 경우에는 Tadalafil의 투여용량이 10mg을 초과하지 않도록 하며, 72시간 내 재투여 금지",20190131,147
elvitegravir,tadalafil,"Tadalafil 혈중농도 증가, 병용투여 할 경우에는 Tadalafil의 투여용량이 10mg을 초과하지 않도록 하며, 72시간 내 재투여 금지",20190131,147
tadalafil,tenofovir alafenamide,"Tadalafil 혈중농도 증가, 병용투여 할 경우에는 Tadalafil의 투여용량이 10mg을 초과하지 않도록 하며, 72시간 내 재투여 금지",20190131,147
itraconazole,vardenafil,"Vardenafil의 혈중농도 증가로 인한 약물이상반응 발생 위험 증가, Itraconazole 투여 중 및 종료 후 2주 간 권장하지 않음.",20110070,148
ibuprofen arginine,ketorolac tromethamine,중증의 위장관계 이상반응,20080001,20
ritonavir,tadalafil,"Tadalafil의 혈중농도를 증가시킬 수 있음. 폐고혈압 치료에 사용 시 병용투여 금기, 발기부전에 사용 시 Tadalafil의 용량조절이 권장됨",20250046,147
clonixin lysinate,ketorolac tromethamine,중증의 위장관계 이상반응,20080068,240
burosumab,sodium dihydrogen,고인산혈증 발생 가능,20250086,9
diluted nitroglycerin solution,tadalafil,혈압강하작용 증강,20080056,147
noscapine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,28
potassium guaiacolsulfonate,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,17
dl-methylephedrine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,149
riboflavin,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,14
acetaminophen,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,169
levonorgestrel,pibrentasvir,ALT 상승 위험 증가,20250086,7
ethinyl estradiol,pibrentasvir,ALT 상승 위험 증가,20250086,26
sildenafil,tadalafil,동일계열 병용투여 금기,20100246,13377
cimicifuga rhizome ext,ritonavir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 St. john’s wort 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,12
nirmatrelvir,tadalafil,"Tadalafil의 혈중농도를 증가시킬 수 있음. 폐고혈압 치료에 사용 시 병용투여 금기, 발기부전에 사용 시 Tadalafil의 용량조절이 권장됨",20250046,147
anastrozole,conjugated estrogens 4 29%,anastrozole의 약리작용 감소,20080056,4
safinamide,thiamine,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,9
ibuprofen lysine,ketorolac tromethamine,중증의 위장관계 이상반응,20080001,10
methylephedrine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,10
emtricitabine,tadalafil,"Tadalafil 혈중농도 증가, 병용투여 할 경우에는 Tadalafil의 투여용량이 10mg을 초과하지 않도록 하며, 72시간 내 재투여 금지",20190131,147
desogestrel,pibrentasvir,ALT 상승 위험 증가,20250086,5
itraconazole,methylergometrine,"맥각독성(말초혈관 경련, 사지와 기타 조직의 허혈, 감각이상 등) 위험 증가, Itraconazole 투여 중 및 종료 후 2주 간 해당 성분 투여 금기",20070030,74
flurbiprofen,ketorolac tromethamine,중증의 위장관계 이상반응,20050017,50
d-chlorpheniramine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,2
safinamide,trimetoquinol,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,10
aspirin lysine,ketorolac tromethamine,중증의 위장관계 이상반응,20080068,20
diphenhydramine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,5
platycodon root ext powder,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
brompheniramine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,4
lysozyme,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,2
glecaprevir,levonorgestrel,ALT 상승 위험 증가,20250086,7
lorlatinib,mitotane,Lorlatinib의 혈중농도를 감소시킬 수 있음,20240030,2
cinnamon bark powder,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
diluted nitroglycerin solution,udenafil,혈압강하작용 증강,20080056,4
caffeine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,31
diluted nitroglycerin solution,vardenafil,혈압강하작용 증강,20080056,2
drospirenone,glecaprevir,ALT 상승 위험 증가,20250086,7
cimicifuga rhizome ext,nirmatrelvir,Nirmatrelvir+Ritonavir의 혈중농도가 현저히 감소하여 바이러스 반응의 손실 및 내성 발현의 잠재적인 가능성. CYP3A 유도제의 지연된 효과(offset)로 인해 St. john’s wort 함유제제 중단한 직후에는 Nirmatrelvir/Ritonavir 시작할 수 없음,20210113,12
ammonium,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,5
dexibuprofen d c,ketorolac tromethamine,중증의 위장관계 이상반응,20050017,10
platycodon root 50% ethanol dried ext,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,2
mirodenafil,sildenafil,동일계열 병용투여 금기,20100246,265
sildenafil,udenafil,동일계열 병용투여 금기,20100246,364
desogestrel,glecaprevir,ALT 상승 위험 증가,20250086,5
bromhexine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,4
burosumab,sodium phosphate monobasic,고인산혈증 발생 가능,20250086,3
platycodon root fluid extract,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
ibuprofen,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,4
drospirenone,pibrentasvir,ALT 상승 위험 증가,20250086,7
burosumab,dibasic,고인산혈증 발생 가능,20250086,6
ephedrine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
carbinoxamine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,10
sildenafil,vardenafil,동일계열 병용투여 금기,20100246,182
doravirine,mitotane,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,2
ascorbic acid,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,8
doxylamine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
phenylephrine,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,2
ranolazine,ritonavir,중대한 및/또는 생명을 위협하는 반응의 가능성,20250046,3
glycyrrhiza dried extract,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
isoproterenol,norepinephrine,"심부정맥, 경우에 따라 심정지",20090300,9
cinnamon bark dried extract,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
methylergometrine,nirmatrelvir,사지 및 중추신경계를 포함하는 기타 조직의 혈관경련 및 허혈을 특징으로 하는 급성 맥각독성의 잠재적인 가능성,20250046,1
letermovir,methylergometrine,"맥각독성(혈관경련, 말단 및 기타조직 허혈 등) 위험 증가",20200130,4
plantago herb fluid extract,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
gestodene,glecaprevir,ALT 상승 위험 증가,20250086,7
indomethacin,ketorolac tromethamine,중증의 위장관계 이상반응,20080068,10
nirmatrelvir,ranolazine,중대한 및/또는 생명을 위협하는 반응의 가능성,20250046,3
mitotane,tenofovir disoproxil,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,1
clomipramine,nirmatrelvir,"시각 이상, 발기 시간 지연 및 실신을 포함한 실데나필 관련 이상반응의 가능성. 폐고혈압 치료에 사용 시 병용투여 금기, 발기부전에 사용 시 실데나필의 용량조절이 권장됨",20210113,2
coptis rhizome ext powder,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,3
gestodene,pibrentasvir,ALT 상승 위험 증가,20250086,7
ethenzamide,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,4
ascorbic acid granules 97%,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
platycodon root 50% ethanol dried extract,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
safinamide,갈근탕엑스,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,3
dried ginseng ext,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
glycyrrhiza ext powder,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,2
galgeun-tang ext,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
powdered glycyrrhizae,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
clomipramine,ritonavir,"시각 이상, 발기 시간 지연 및 실신을 포함한 실데나필 관련 이상반응의 가능성. 폐고혈압 치료에 사용 시 병용투여 금기, 발기부전에 사용 시 실데나필의 용량조절이 권장됨",20210113,2
diprophylline,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
glycyrrhiza powder,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
methylephedrin,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
powdered cinnamon bark,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,2
lamivudine,mitotane,Doravirine의 혈장 농도가 감소하여 Doravirine의 치료 효과가 줄어들 수 있음,20250086,1
ascorbic acid coated,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
dl-methylephedrine hci,safinamide,정신병 또는 기괴한 행동 등의 유발 보고됨,20250086,1
